"survey";"year";"country";"quarter";"area";"aphia_id";"species";"length";"plusgr";"age";"sex";"maturity";"weight";"canoatlngt";"dateofcalc";"spawning_scale"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";270;-9;2;"F";"5";190;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";310;-9;2;"F";"2";665;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";310;-9;2;"F";"5";NA;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";320;-9;2;"F";"5";NA;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";340;-9;2;"F";"5";NA;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";350;-9;2;"F";"2";495;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";350;-9;2;"F";"2";510;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";350;-9;2;"F";"5";385;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";350;-9;2;"F";"5";425;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";360;-9;2;"F";"2";535;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";360;-9;2;"F";"5";NA;3;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";380;-9;2;"F";"5";570;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";390;-9;2;"F";"5";NA;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";390;-9;3;"F";"2";670;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";400;-9;2;"F";"2";NA;2;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";400;-9;2;"F";"2";670;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";400;-9;2;"F";"5";NA;2;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";410;-9;2;"F";"2";755;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";410;-9;3;"F";"2";NA;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";410;-9;3;"F";"2";855;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";410;-9;3;"F";"3";NA;1;20161213;"spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";410;-9;3;"F";"5";NA;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";420;-9;2;"F";"5";NA;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";420;-9;3;"F";"2";NA;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";420;-9;3;"F";"2";885;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";430;-9;2;"F";"2";NA;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";430;-9;2;"F";"2";775;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";430;-9;2;"F";"2";905;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";430;-9;3;"F";"2";NA;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";430;-9;3;"F";"2";770;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";430;-9;3;"F";"2";965;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";430;-9;3;"F";"3";NA;1;20161213;"spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";440;-9;2;"F";"2";NA;2;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";440;-9;2;"F";"2";885;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";440;-9;2;"F";"5";810;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";440;-9;3;"F";"2";NA;2;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";440;-9;3;"F";"2";985;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";440;-9;3;"F";"2";995;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";440;-9;3;"F";"5";805;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";450;-9;2;"F";"2";NA;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";450;-9;2;"F";"2";950;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";450;-9;3;"F";"2";NA;3;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";450;-9;3;"F";"2";1090;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";450;-9;3;"F";"2";1105;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";450;-9;3;"F";"3";NA;1;20161213;"spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";460;-9;2;"F";"2";1175;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";460;-9;3;"F";"2";NA;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";460;-9;3;"F";"2";990;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";460;-9;3;"F";"2";1175;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";460;-9;3;"F";"2";1195;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";460;-9;3;"F";"3";1170;1;20161213;"spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";470;-9;3;"F";"2";NA;2;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";470;-9;3;"F";"2";985;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";470;-9;3;"F";"2";1160;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";470;-9;3;"F";"2";1205;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";470;-9;3;"F";"2";1230;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";470;-9;3;"F";"2";1235;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";470;-9;3;"F";"2";1250;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";470;-9;3;"F";"5";NA;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";480;-9;2;"F";"5";1095;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";480;-9;3;"F";"2";NA;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";480;-9;3;"F";"2";1230;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";480;-9;3;"F";"2";1235;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";480;-9;3;"F";"2";1240;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";480;-9;3;"F";"2";1270;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";480;-9;3;"F";"2";1325;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";490;-9;3;"F";"2";NA;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";490;-9;3;"F";"2";1125;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";490;-9;3;"F";"2";1180;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";490;-9;3;"F";"2";1225;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";490;-9;3;"F";"2";1260;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";490;-9;3;"F";"2";1320;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";490;-9;3;"F";"2";1540;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";490;-9;3;"F";"5";NA;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";490;-9;3;"F";"5";1110;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";490;-9;3;"F";"5";1365;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";500;-9;3;"F";"2";NA;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";500;-9;3;"F";"2";1260;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";500;-9;3;"F";"2";1270;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";500;-9;3;"F";"2";1325;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";500;-9;3;"F";"2";1370;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";500;-9;3;"F";"2";1430;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";500;-9;3;"F";"2";1445;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";500;-9;3;"F";"2";1510;1;20161213;"maturing"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";500;-9;3;"F";"5";1180;1;20161213;"resting_skip_spawning"
"BITS";1994;"GFR";1;22;126436;"Gadus morhua";500;-9;3;"F";"5";1230;1;20161213;"resting_skip_spawning"
